2022-10-03T10:23+0200,15:09,00:11
2022-10-03T10:23+0200,15:20,00:11
2022-10-03T10:23+0200,15:32,00:11
2022-10-03T10:23+0200,15:43,00:11
2022-10-03T10:23+0200,15:55,00:11
2022-10-03T10:24+0200,16:07,00:12
2022-10-03T10:24+0200,16:19,00:11
2022-10-03T10:24+0200,16:30,00:11
2022-10-03T10:24+0200,16:42,00:11
2022-10-03T10:24+0200,16:53,00:11
2022-10-03T10:25+0200,17:05,00:11
2022-10-03T10:25+0200,17:17,00:11
2022-10-03T10:25+0200,17:29,00:11
2022-10-03T10:25+0200,17:40,00:11
2022-10-03T10:25+0200,17:51,00:11
2022-10-03T10:26+0200,18:03,00:11
2022-10-03T10:26+0200,18:14,00:11
2022-10-03T10:26+0200,18:26,00:11
2022-10-03T10:26+0200,18:38,00:11
2022-10-03T10:26+0200,18:50,00:11
2022-10-03T10:27+0200,19:01,00:11
2022-10-03T10:27+0200,19:13,00:11
2022-10-03T10:27+0200,19:25,00:11
2022-10-03T10:27+0200,19:37,00:12
2022-10-03T10:27+0200,19:49,00:12
2022-10-03T10:28+0200,20:01,00:11
2022-10-03T10:28+0200,20:12,00:11
2022-10-03T10:28+0200,20:24,00:11
2022-10-03T10:28+0200,20:35,00:11
2022-10-03T10:28+0200,20:47,00:11
2022-10-03T10:29+0200,20:59,00:11
2022-10-03T10:29+0200,21:10,00:11
2022-10-03T10:29+0200,21:22,00:11
2022-10-03T10:29+0200,21:33,00:11
2022-10-03T10:29+0200,21:46,00:12
2022-10-03T10:29+0200,21:57,00:11
2022-10-03T10:30+0200,22:09,00:11
2022-10-03T10:30+0200,22:21,00:12
2022-10-03T10:30+0200,22:34,00:12
2022-10-03T10:30+0200,22:46,00:11
2022-10-03T10:30+0200,22:58,00:11
2022-10-03T10:31+0200,23:10,00:12
2022-10-03T10:31+0200,23:22,00:11
2022-10-03T10:31+0200,23:33,00:11
2022-10-03T10:31+0200,23:45,00:11
2022-10-03T10:31+0200,23:56,00:11
2022-10-03T10:32+0200,24:08,00:11
2022-10-03T10:32+0200,24:20,00:12
2022-10-03T10:32+0200,24:32,00:11
2022-10-03T10:32+0200,24:44,00:11
2022-10-03T10:32+0200,24:55,00:11
2022-10-03T10:33+0200,25:08,00:12
2022-10-03T10:33+0200,25:20,00:12
2022-10-03T10:33+0200,25:32,00:11
2022-10-03T10:33+0200,25:43,00:11
2022-10-03T10:33+0200,25:55,00:11
2022-10-03T10:34+0200,26:06,00:11
2022-10-03T10:34+0200,26:18,00:11
2022-10-03T10:34+0200,26:30,00:12
2022-10-03T10:34+0200,26:44,00:13
2022-10-03T10:34+0200,26:56,00:12
2022-10-03T10:35+0200,27:09,00:12
2022-10-03T10:35+0200,27:20,00:11
2022-10-03T10:35+0200,27:33,00:12
2022-10-03T10:35+0200,27:47,00:14
2022-10-03T10:36+0200,27:59,00:11
2022-10-03T10:36+0200,28:11,00:11
2022-10-03T10:36+0200,28:23,00:11
2022-10-03T10:36+0200,28:35,00:12
2022-10-03T10:36+0200,28:47,00:11
2022-10-03T10:37+0200,28:59,00:12
2022-10-03T10:37+0200,29:12,00:12
2022-10-03T10:37+0200,29:23,00:11
2022-10-03T10:37+0200,29:35,00:11
2022-10-03T10:37+0200,29:47,00:12
2022-10-03T10:38+0200,29:59,00:12
2022-10-03T10:38+0200,30:12,00:12
2022-10-03T10:38+0200,30:23,00:11
2022-10-03T10:38+0200,30:35,00:11
2022-10-03T10:38+0200,30:47,00:12
2022-10-03T10:39+0200,30:59,00:12
2022-10-03T10:39+0200,31:12,00:12
2022-10-03T10:39+0200,31:24,00:12
2022-10-03T10:39+0200,31:37,00:12
2022-10-03T10:39+0200,31:49,00:11
2022-10-03T10:40+0200,32:02,00:13
2022-10-03T10:40+0200,32:14,00:11
2022-10-03T10:40+0200,32:27,00:12
2022-10-03T10:40+0200,32:39,00:12
2022-10-03T10:40+0200,32:51,00:11
2022-10-03T10:41+0200,33:03,00:11
2022-10-03T10:41+0200,33:15,00:12
2022-10-03T10:41+0200,33:27,00:11
2022-10-03T10:41+0200,33:39,00:12
2022-10-03T10:41+0200,33:51,00:12
2022-10-03T10:42+0200,34:03,00:11
2022-10-03T10:42+0200,34:15,00:11
2022-10-03T10:42+0200,34:27,00:12
2022-10-03T10:42+0200,34:41,00:14
2022-10-03T10:42+0200,34:52,00:11
2022-10-03T10:43+0200,35:04,00:11
2022-10-03T10:43+0200,35:15,00:10
2022-10-03T10:43+0200,35:26,00:11
2022-10-03T10:43+0200,35:38,00:11
2022-10-03T10:43+0200,35:49,00:11
2022-10-03T10:44+0200,36:01,00:11
2022-10-03T10:44+0200,36:14,00:13
2022-10-03T10:44+0200,36:27,00:12
2022-10-03T10:44+0200,36:39,00:11
2022-10-03T10:44+0200,36:51,00:11
2022-10-03T10:45+0200,37:02,00:11
2022-10-03T10:45+0200,37:14,00:11
2022-10-03T10:45+0200,37:25,00:11
2022-10-03T10:45+0200,37:38,00:13
2022-10-03T10:45+0200,37:50,00:11
2022-10-03T10:46+0200,38:02,00:11
2022-10-03T10:46+0200,38:14,00:11
2022-10-03T10:46+0200,38:26,00:12
2022-10-03T10:46+0200,38:37,00:11
2022-10-03T10:46+0200,38:49,00:11
2022-10-03T10:47+0200,39:00,00:11
2022-10-03T10:47+0200,39:12,00:11
2022-10-03T10:47+0200,39:24,00:11
2022-10-03T10:47+0200,39:35,00:11
2022-10-03T10:47+0200,39:47,00:11
2022-10-03T10:47+0200,39:58,00:11
2022-10-03T10:48+0200,40:10,00:11
2022-10-03T10:48+0200,40:22,00:11
2022-10-03T10:48+0200,40:33,00:11
2022-10-03T10:48+0200,40:45,00:11
2022-10-03T10:48+0200,40:57,00:12
2022-10-03T10:49+0200,41:08,00:11
2022-10-03T10:49+0200,41:20,00:11
2022-10-03T10:49+0200,41:32,00:12
2022-10-03T10:49+0200,41:44,00:11
2022-10-03T10:49+0200,41:56,00:11
2022-10-03T10:50+0200,42:09,00:12
2022-10-03T10:50+0200,42:20,00:11
2022-10-03T10:50+0200,42:32,00:11
2022-10-03T10:50+0200,42:44,00:11
2022-10-03T10:50+0200,42:56,00:11
2022-10-03T10:51+0200,43:08,00:12
2022-10-03T10:51+0200,43:19,00:11
2022-10-03T10:51+0200,43:31,00:11
2022-10-03T10:51+0200,43:44,00:12
2022-10-03T10:51+0200,43:55,00:11
2022-10-03T10:52+0200,44:09,00:13
2022-10-03T10:52+0200,44:20,00:11
2022-10-03T10:52+0200,44:32,00:11
2022-10-03T10:52+0200,44:44,00:11
2022-10-03T10:52+0200,44:56,00:12
2022-10-03T10:53+0200,45:08,00:12
2022-10-03T10:53+0200,45:21,00:12
2022-10-03T10:53+0200,45:33,00:12
2022-10-03T10:53+0200,45:44,00:11
2022-10-03T10:53+0200,45:56,00:11
2022-10-03T10:54+0200,46:08,00:11
2022-10-03T10:54+0200,46:21,00:12
2022-10-03T10:54+0200,46:33,00:12
2022-10-03T10:54+0200,46:46,00:12
2022-10-03T10:54+0200,46:58,00:12
2022-10-03T10:55+0200,47:11,00:12
2022-10-03T10:55+0200,47:22,00:11
2022-10-03T10:55+0200,47:34,00:11
2022-10-03T10:55+0200,47:46,00:12
2022-10-03T10:55+0200,47:58,00:12
2022-10-03T10:56+0200,48:10,00:11
2022-10-03T10:56+0200,48:22,00:11
2022-10-03T10:56+0200,48:34,00:12
2022-10-03T10:56+0200,48:46,00:12
2022-10-03T10:56+0200,48:58,00:11
2022-10-03T10:57+0200,49:10,00:11
2022-10-03T10:57+0200,49:21,00:11
2022-10-03T10:57+0200,49:33,00:12
2022-10-03T10:57+0200,49:45,00:11
2022-10-03T10:57+0200,49:57,00:11
2022-10-03T10:58+0200,50:10,00:13
2022-10-03T10:58+0200,50:22,00:11
2022-10-03T10:58+0200,50:34,00:12
2022-10-03T10:58+0200,50:46,00:11
2022-10-03T10:58+0200,50:58,00:12
2022-10-03T10:59+0200,51:10,00:12
2022-10-03T10:59+0200,51:22,00:11
2022-10-03T10:59+0200,51:33,00:11
2022-10-03T10:59+0200,51:50,00:16
2022-10-03T11:00+0200,52:04,00:13
2022-10-03T11:00+0200,52:17,00:13
2022-10-03T11:00+0200,52:30,00:12
2022-10-03T11:00+0200,52:42,00:12
2022-10-03T11:00+0200,52:55,00:12
2022-10-03T11:01+0200,53:08,00:12
2022-10-03T11:01+0200,53:21,00:13
2022-10-03T11:01+0200,53:35,00:14
2022-10-03T11:01+0200,53:47,00:12
2022-10-03T11:02+0200,54:00,00:12
2022-10-03T11:02+0200,54:13,00:12
2022-10-03T11:02+0200,54:25,00:12
2022-10-03T11:02+0200,54:38,00:12
2022-10-03T11:02+0200,54:50,00:12
2022-10-03T11:03+0200,55:02,00:12
2022-10-03T11:03+0200,55:15,00:12
2022-10-03T11:03+0200,55:27,00:12
2022-10-03T11:03+0200,55:39,00:12
2022-10-03T11:03+0200,55:51,00:12
2022-10-03T11:04+0200,56:04,00:12
2022-10-03T11:04+0200,56:16,00:12
2022-10-03T11:04+0200,56:29,00:12
2022-10-03T11:04+0200,56:41,00:11
2022-10-03T11:04+0200,56:52,00:11
2022-10-03T11:05+0200,57:04,00:11
2022-10-03T11:05+0200,57:16,00:11
2022-10-03T11:05+0200,57:28,00:11
2022-10-03T11:05+0200,57:40,00:12
2022-10-03T11:05+0200,57:52,00:12
2022-10-03T11:06+0200,58:05,00:12
2022-10-03T11:06+0200,58:16,00:11
2022-10-03T11:06+0200,58:28,00:11
2022-10-03T11:06+0200,58:39,00:11
2022-10-03T11:06+0200,58:50,00:11
2022-10-03T11:07+0200,59:02,00:11
2022-10-03T11:07+0200,59:14,00:11
2022-10-03T11:07+0200,59:26,00:12
2022-10-03T11:07+0200,59:37,00:11
2022-10-03T11:07+0200,59:48,00:11
2022-10-03T11:08+0200,60:00,00:11
2022-10-03T11:08+0200,60:12,00:11
2022-10-03T11:08+0200,60:24,00:11
2022-10-03T11:08+0200,60:36,00:12
2022-10-03T11:08+0200,60:48,00:12
2022-10-03T11:09+0200,60:59,00:11
2022-10-03T11:09+0200,61:11,00:11
2022-10-03T11:09+0200,61:22,00:11
2022-10-03T11:09+0200,61:34,00:11
2022-10-03T11:09+0200,61:46,00:11
2022-10-03T11:10+0200,61:59,00:13
2022-10-03T11:10+0200,62:11,00:11
2022-10-03T11:10+0200,62:22,00:11
2022-10-03T11:10+0200,62:34,00:11
2022-10-03T11:10+0200,62:46,00:11
2022-10-03T11:10+0200,62:58,00:11
2022-10-03T11:11+0200,63:10,00:12
2022-10-03T11:11+0200,63:22,00:11
2022-10-03T11:11+0200,63:34,00:12
2022-10-03T11:11+0200,63:47,00:12
2022-10-03T11:12+0200,63:59,00:12
2022-10-03T11:12+0200,64:11,00:12
2022-10-03T11:12+0200,64:23,00:11
2022-10-03T11:12+0200,64:34,00:11
2022-10-03T11:12+0200,64:47,00:12
2022-10-03T11:12+0200,64:58,00:11
2022-10-03T11:13+0200,65:10,00:11
2022-10-03T11:13+0200,65:21,00:10
2022-10-03T11:13+0200,65:31,00:10
2022-10-03T11:13+0200,65:42,00:10
2022-10-03T11:13+0200,65:51,00:09
2022-10-03T11:14+0200,66:00,00:09
2022-10-03T11:14+0200,66:12,00:11
2022-10-03T11:14+0200,66:22,00:09
2022-10-03T11:14+0200,66:31,00:08
2022-10-03T11:14+0200,66:39,00:07
